MATRI	NOM_PRENOM	CLUB	ELO_CALCUL
71013	ROBLET FABRICE	209	1748
96717	DEMBOUR LUC	239	1748
27731	BALLEGEER HUBERT	303	1748
10227	MARTENS WIM	430	1748
69272	CLASSEN FRANCIS	603	1748
17388	VAN GOMPEL WILLY	118	1747
45594	CORNELIS GUY	130	1747
5011	VANROOSE CHRISTIAAN	302	1747
56316	WISSE STEFAHN	351	1747
17213	VERSTRAETE FILIP	360	1747
20761	GAELENS FREDDY	401	1747
64483	GUILLAUME CHRISTIAN	601	1747
86681	MEUWIS WALTER	738	1747
83038	HERMY THEO	134	1746
71994	DE GROOF MAURICE	229	1746
42056	DE CAUSMAECKER PATRICK	422	1746
3174	VAN WASSENHOVE MARC	462	1746
56596	AUDENAERT BART	471	1746
80373	LEYDER KARL	813	1746
27545	OLISLAEGERS WALTER	121	1745
75701	TZOUMACAS GEORGES	229	1745
26107	HALLAERT DANIEL	309	1745
93181	ANDRE HENRI-JEAN	518	1745
74551	RIDREMONT JULIEN	807	1745
94561	TOSSENS ALAIN	952	1745
19089	DE MEYER ROBERT	109	1744
22870	GODERIS WIM	114	1744
21547	VAN ZUNDERT JEF	167	1744
10456	PLAT MAURICE	244	1744
31852	JACOB RUDY	418	1744
57444	BERNARD JEAN	618	1744
24295	PERRIS GEORGIOS	724	1744
45098	MARIEN JAN	114	1743
16641	VANDERBEKEN STIJN	124	1743
32638	DE PAUW ROBIN	143	1743
54984	CAUWENBERG CYRIEL	167	1743
84107	GRAUWELS PETER	203	1743
9334	PAGNOUL ALEX	204	1743
12866	DECLERCK POL	305	1743
9890	SCHILLEWAERT JEROEN	307	1743
53511	PARMENTIER ANDRE	313	1743
90603	LECLOUX JEAN	601	1743
42978	GHALLEY LAL BHADUR	733	1743
23485	STRYCKERS ALFRED	170	1742
37931	BLONDEEL HUGUES	303	1742
8311	VANDERHOOFT NICK	351	1742
53813	VERCAUTEREN NICO	402	1742
41700	ISLAMAJ ALI	417	1742
48267	MUNTEANU STEFAN	430	1742
99414	KOONEN XAVIER	607	1742
88633	MATHOT MICHEL	618	1742
31216	MAES GUSTAAF	132	1741
96504	COLLARD ANNIE	278	1741
30708	DEWEERDT WILLY	320	1741
47953	DE JAEGER IVAN	438	1741
61948	RUSSO BRUNO	514	1741
5924	LAMOTE MICHEL	320	1740
26310	VAN DEN BERGHE ROGER	422	1740
95966	DE VETTOR MARC	601	1740
6645	BECKERS TRUDO	714	1740
11410	VAN HOECK J.-FREDERIK	109	1739
56464	LIM JOEY	123	1739
49891	LAENEN GUY	176	1739
82546	CHRISTOFFERSEN JENS	229	1739
4511	CIFTEOGLU SEDAT	401	1739
36218	VAN THEEMSCHE ETIENNE	402	1739
5029	WILLE RICHARD	422	1739
64793	ZAMAN ROGER	436	1739
76431	COPAN RUSLAN	501	1739
64521	MUJA REXHEP	645	1739
75663	MAES JOS	167	1738
44644	VERMEULEN SERGE	334	1738
87343	JEURISSEN WILLY	725	1738
12696	WURMAN PHILIPPE	109	1737
40797	BROSENS JAN	167	1737
70131	COTTRIAU ROGER	301	1737
22896	DE NEVE ARMAND	318	1737
93637	SCHURINS THOMAS	542	1737
64416	DESAUW ALFONS	604	1737
63959	BRAIBANT MARC	229	1736
26808	BLOEYAERT LIEVEN	269	1736
33405	VANDEPUTTE JOOST	402	1736
78646	CHAPEAU MARIANNE	506	1736
95028	GOUSSET PHILIPPE	533	1736
2836	VERSTRATEN JAN	705	1736
82571	CHARLIER LAURENT	901	1736
37184	COOLS WIM	132	1735
63703	MAGIS PIERRE	601	1735
75931	MIRZOYAN VLADIMIR	601	1735
26468	VAN DEN BROECK WILLEM	132	1734
6904	VAN HANDENHOVE ROBERT	174	1734
15253	GORIS KRIS	176	1734
24121	VAN DER LINDEN PATRICK	185	1734
37648	VAN HOOREBEECK BART	268	1734
54445	VERMEERSCH JOHAN	302	1734
2712	CLAEYS JOSEPH	303	1734
83755	VERVAECKE ROGER	313	1734
89770	CORDY JOE	352	1734
60682	VANDERGOTEN THEO	417	1734
6661	LEUS SAMMY	462	1734
68471	CLASSEN ALAIN	603	1734
99805	GODESAR GUENTER	607	1734
75027	CALIFICE MAURICE	621	1734
53147	LAMS RUDY	714	1734
33995	MAGOGA MICHEL	732	1734
30562	QUIRYNEN FRANS	153	1733
22101	COOSEMANS GHISLAIN	201	1733
70572	LEJEUNE GUY	249	1733
90221	POUTTE MANUEL	278	1733
14851	BAILLEUL GEERT	303	1733
53121	VERBEKE SAMY	363	1733
10626	VAN DAMME PATRICK	422	1733
78735	CERVATO ADRIEN	601	1733
65188	WEISS GERD	607	1733
4049	VANGEEL DIDIER	733	1733
32387	BEX ALAIN	182	1732
52736	VAN DER VURST ARNE	261	1732
53881	RENKENS STEF	266	1732
58955	JACOBUS POL	303	1732
16675	RODRIGUES MARCEL	402	1732
59579	JADOUILLE OLIVIER	501	1732
65587	MAILLEUX GUY	537	1732
55930	MACHIELS WALTER	709	1732
61166	MIGNON JACQUES	910	1732
79332	JACOBS LUC	134	1731
57029	EMBRECHTS JEF	153	1731
32298	THEYS BART	176	1731
23396	MORIS JOS	182	1731
2691	VAN BELLEGHEM WILLY	314	1731
84638	HEUSE ROGER	622	1731
67652	MINGUET JEAN-MICHEL	811	1731
47554	VERHEYEN QUINTEN	108	1730
8044	VAN DER MEIREN AUGUST	143	1730
55981	BERTELS PAUL	185	1730
83950	SAHEL MOSTAFA	203	1730
24210	VAN NEROM LUC	228	1730
55760	LAIOS STEVE	290	1730
35335	DEWILDE WILLY	352	1730
10715	LAFORCE ROBERT	362	1730
91472	VICAINNE JEROME	506	1730
16926	DE RIDDER DIRK	124	1729
37427	VLAEYENS MANU	135	1729
46434	MEYER STEVEN	162	1729
52213	BAEKELANDT ELS	401	1729
64467	GHAVANI REZA	506	1729
45926	EYCKHOLT ADRI	167	1728
68195	FORY BENNY	203	1728
38857	MARIAME PHILIPPE	229	1728
16098	DEGRANDE RONNY	312	1728
30694	CLERCX RONALD	320	1728
19984	VANBELLINGEN PATRICK	401	1728
83216	PETIT HENRI	901	1728
11231	COOLS JAN	109	1727
10324	VAN DE PERRE PATRICK	123	1727
17973	DAENEN SERGE	130	1727
4936	POLAK JOSEPH	132	1727
39543	PELEMANS JORIS	260	1727
25771	VYNCKE GEERT	305	1727
76686	MANERA JEAN CLAUDE	807	1727
70017	RODRIGUEZ GARCIA CRISTOB.	951	1727
82899	PAUWELS PASCAL	954	1727
93688	SNEIDERS PIERRE	954	1727
20559	ROOFTHOOFD JAN	109	1726
8664	COOLS JOS	240	1726
17868	DE LOORE FREDERIK	462	1726
81361	LO CASCIO SAMUEL	506	1726
77798	MOCH BERNARD	601	1726
89834	BOEVINGER SIMON	601	1726
48429	TEHEUX JEAN-PIERRE	631	1726
36064	DELESPAUL SIMON	101	1725
47937	DEBUE TOM	114	1725
22446	VAN HABBERNEY GUY	130	1725
47309	LHEUREUX JOSEPH	201	1725
6181	DE ROECK WILFRIED	402	1725
45314	ONGENA GILBERT	402	1725
39373	VERCAUTEREN DANIEL	709	1725
8231	MAXIMUS FRANK	725	1725
85413	VAN KONINXLOO ALAIN	229	1724
58327	VAN PRAAG YANNICK	239	1724
9750	VERSCHEURE JOHAN	340	1724
99864	LEUSCH BENNO	607	1724
23426	JONKERGOUW JAN	153	1723
27944	DE SMET EUGEEN	174	1723
90441	HASSANI ABDEL	229	1723
93891	VANHAMME PATRICK	229	1723
14311	JONCKHEERE BART	312	1723
14915	LIEVENS ROBERT	616	1723
66915	SCHNITZLER FRANCOIS	631	1723
38962	MORIA RENE	715	1723
13692	RAEYMAEKERS FILIP	166	1722
69299	WINDEY FRANCOIS	201	1722
86886	LOMMAERT JEAN MARIE	229	1722
41394	TAVEIRNE WERNER	401	1722
19615	VAN HECKE MARTINE	618	1722
92843	SAMRAOUI MED	622	1722
8940	PALLEMANS ERWIN	724	1722
69922	SCHMICKRATH JOEL	901	1722
71803	NEMRY NICOLAS	910	1722
15296	BRUYS PIET	130	1721
84051	BOTTU ERIC	244	1721
43206	HOTI FAHRI	334	1721
89389	VERSAILLES MARC	541	1721
39080	PELEGRIN ALBERT	712	1721
54798	MAES MARCEL	736	1721
85928	DE GERADON JEAN	952	1721
28690	DIELTJENS JAN	135	1720
26956	CUYPERS BERT	162	1720
71986	HARDY JENO	209	1720
14770	DE RUDDER VIKTOR	401	1720
29955	BERNAERT DIRK	436	1720
80225	THIELENS THIERRY	540	1720
11835	DOUHA HENRI	618	1720
52931	SEGHERS NICO	432	1719
20931	DELHAES GUENTER	607	1719
37320	VAN HECKE DIDIER	209	1718
55956	ROZENBERG DANIEL	209	1718
4545	VAN RIETVELDE LEON	260	1718
47503	KREUSEN GERD	604	1718
91553	BELVA FREDERIC	810	1718
75574	BURNAY DAVID	901	1718
91138	WIAME DIMITRI	910	1718
4031	DE SCHEPPER MARCEL	109	1717
51853	TUYAERTS BERT	266	1717
76228	VANOBERGH GREGORY	289	1717
46248	STAELENS DAVID	309	1717
31607	DE CORTE GEORGES	410	1717
15598	SCHUMACHER ERICH	604	1717
15709	CHARLIER NORBERT	607	1717
29831	VERMEULEN PETER	701	1717
87319	CRAUWELS DANNY	725	1717
20362	STEENHOUDT JAN	249	1716
48020	LAGASSE JEAN-CLAUDE	631	1716
45004	VANDENHOUT RENE	121	1715
21300	HUYSMANS JOS	135	1715
52710	DE VRIENDT GILBERT	136	1715
59561	THIRION BENOIT	229	1715
87904	STIENS KRIS	240	1715
24058	HAGHEBAERT VITAL	307	1715
22519	VAN HOOREBEKE JIMMY	471	1715
41009	KOVACEVIC VLADIMIR	474	1715
61069	BRASSELLE ANDRE	538	1715
87246	DEFLANDRE LEOPOLD	601	1715
68209	ENGEL EWALD	641	1715
2208	COX WOUTER	708	1715
44083	FESTJENS JAN	735	1715
50822	MAAS JONAS	164	1714
25631	JANSSENS STAF	176	1714
17426	VAN STEENWINCKEL IRIS	260	1714
26344	DESMET GEORGES	320	1714
43672	KAESTEKER ALFONS	322	1714
88960	BOGAERT LUC	432	1714
97934	GHAYE ANDRE	621	1714
71242	BALDAN WALTER PIETRO	951	1714
44563	TUYTENS IVO	109	1713
25895	NOTELTEIRS PIETER-JAN	176	1713
20672	VAN DEN HOUTE OSCAR	417	1713
42854	MEERSSCHAERT PAUL	417	1713
63193	MICHEL ANDRE	523	1713
88005	SAUVAGE LAURENT	621	1713
24368	SLEVEN JURGEN	708	1713
92592	MONTRIEUX ERIC	631	1712
16713	SERRUYS HENRI	170	1711
48097	ERTVELDT PIETER	228	1711
35599	BROUCKAERT POL	359	1711
80624	VANDENBRUAENE ANDRE	514	1711
67857	WILFART GEOFFREY	521	1711
6271	CLEUREN BERTHO	725	1711
17744	BUJUPI MURAT	201	1710
59340	VAN EYLL ALAIN	201	1710
80497	WALTER MICHEL	203	1710
82848	KARAGOULIAN GARY	203	1710
57053	VONCK ALEX	228	1710
96491	VAN STEENWINCKEL HUGO	260	1710
42544	VAN VOOREN KRISTIEN	266	1710
10553	BOSSCHEM TIM	430	1710
28941	COELUS WILFRIED	460	1710
31101	BLECK ALFRED	701	1710
12394	DECROP RONALD	901	1710
63126	MINGEOT PIERRE	901	1710
71625	BOREUX PHILIPPE	953	1710
10065	CORLUY HERMAN	134	1709
21385	VAN GESTEL ERIC	153	1709
48208	VANBELLEGHEM BRAM	401	1709
44938	DE CROOCK MATHIAS	475	1709
2160	DENGIS EMILE	601	1709
25283	STOOPS MARK	101	1708
35	DEVOCHT JEF	121	1708
18937	DEWILDE BRECHT	303	1708
34886	BROEKAERT WIM	462	1708
74594	DELCOURT MICHEL	521	1708
3140	SCHAPMANS YVES	737	1708
68993	RYDLEWSKI EDEK	952	1708
53775	VERBRUGGEN GLENN	166	1707
24945	RAINDORF JEAN MICHEL	201	1707
62901	HENDRICKX STEPHANE	209	1707
10651	VIAENE MICHEL	303	1707
78115	CLEVERS MARC	303	1707
45381	LAMBERT JULIEN	601	1707
38474	MEDIC SEVDZAD	703	1707
14541	LEBOUTTE DIDIER	810	1707
41637	ACHEN DENIS	209	1706
20168	KAMPS MATTHIAS	303	1706
43567	DESCHRIJVER LUC	318	1706
33901	HERMANS DIRK	322	1706
74039	BOLLENGIER TONY	402	1706
70297	VALENTINY BENOIT	601	1706
45489	VAN LAER JACQUES	134	1705
35114	ANDRIES KRISTOF	180	1705
58122	BARBERO GEORGES	201	1705
55662	QUIEVY PATRICK	204	1705
19810	CREEMERS RENE	243	1705
71081	KNUDDE FRANCIS	533	1705
2275	EVRARD HENRI	603	1705
53163	REENAERS JOHAN	724	1705
52906	STIJNEN ALFONS	108	1704
48500	HENGELS LOUIS	616	1704
50440	GRUENDLING HEINZ	624	1704
26395	HOFMAN FRANK	108	1703
28002	CLAUS STEFAAN	174	1703
4014	VAN PE PETER	228	1703
27715	DEKLERCK WILLY	228	1703
80870	POULIART SERGE	229	1703
11649	DE COCK PASCAL	430	1703
55271	RAMACKER NICO	442	1703
31381	GORCZYCA XAVIER	511	1703
71374	PETERS LEON	718	1703
22357	HEREMANS FREDDIE	114	1702
15776	DE GROOT JAN	132	1702
48691	DAUW TONY	266	1702
2046	VANDAMME MICHEL	301	1702
88188	DHAEN PAUL	410	1702
2518	PONNET DIRK	462	1702
11924	VERGOTE KAREL	465	1702
96105	DUPUIS CEDRIC	518	1702
36781	CETIN MURAT	703	1702
37311	GÖNEN FERHAT	703	1702
52949	VANDEWALLE JACQUES	101	1701
26140	BLEIJENBERGH RICHARD	108	1701
8991	CALLENS HERMAN	132	1701
19895	ZAGERS LUC	153	1701
17523	TAJCHMAN SAMMY	209	1701
20133	OLIVIER PETER	303	1701
32859	VERSTRAETE RUDI	361	1701
50245	PETIT EMILIEN	401	1701
63983	BOLLIER THIERRY	631	1701
54097	KRUCKEL DANIEL	724	1701
9288	DEWACHTER LUC	108	1700
52787	VAN WORTSWINKEL LUC	135	1700
65897	DENDUYVER MARCEL	312	1700
10260	COELUS GASPARD	359	1700
31224	DE WILDE WILLY	402	1700
47040	BAETEN WILLIAM	472	1700
66842	RIGOLOT MATHIEU	501	1700
97535	LE VAN KY	201	1699
89958	SUTHERLAND DOUGLAS	209	1699
19119	GILLET RUDY	240	1699
32395	TOYE ROBERT	302	1699
62316	DE VRIENDT AUGUSTIN	425	1699
19836	BOONEN JULIEN	135	1698
61034	COLESANTI UGO MARIA	203	1698
11070	SCHREVENS JELLE	260	1698
21997	ROOSEN STEFAN	260	1698
27481	FLOU RONALD	302	1698
5151	VANDENBUSSCHE DANIEL	305	1698
55280	VANDEN ABEELE XAVIER	309	1698
5282	MAYENS ROBERT	362	1698
20648	PIETERS PETER	472	1698
82775	MOLLICA ANTONIO	621	1698
3409	SMITS FRANCOIS	707	1698
7927	VANHEES JORGO	727	1698
91600	GURDEBEKE MARC	953	1698
81159	GIFFROID PASCAL	203	1697
65528	DE WILDE PIERRE	253	1697
43443	MARCANTUONI THIERRY	318	1697
44997	CATTOIR ERIC	401	1697
22501	VANACKER GILBERT	402	1697
8176	DE WIT HENDRIK	422	1697
92045	NICOLAES ROGER	603	1697
13871	VANDENBERG FRANK	124	1696
21083	BENTOUTOUH HASSAN	266	1696
36650	VANTHUYNE STEFAAN	266	1696
5088	DE WILDE KATIE	402	1696
52094	VAN LOO GEORGES	205	1695
26581	DE BIE GERT	261	1695
19691	MICHOEL ARMAND	266	1695
30520	VANDEPITTE IVAN	303	1695
15334	RAMBOER DOMINIQUE	340	1695
14036	DECOMMER LUCIEN	362	1695
35521	VAN DE CASTEELE FREDERIK	430	1695
69817	KRZEWINSKI FABIEN	523	1695
45403	KIERS PIETER	707	1695
75604	WUYTS ALOIS	708	1695
6441	WECKX GERARD	714	1695
92410	RASQUIN BENOIT	810	1695
83569	DELHOVEN PATRICK	290	1694
19941	DESIMPELAERE GUIDO	309	1694
9318	SAELENS GERARD	460	1694
35858	VANDEROSE FABIAN	518	1694
30961	VRIESACKER EDDY	109	1693
54259	VERDUYCKT PETER	135	1693
40886	CUVELIER WILLY	305	1693
34991	ADANG LUCIEN	471	1693
89621	MAESFRANCKX PHILIPPE	511	1693
74454	RUELENS DANIEL	518	1693
19470	BIESMANS ROBERT	718	1693
58769	LEMOINE JACQUES	811	1693
48968	JACOBS PAUL	134	1692
28231	PEETERS TIM	176	1692
34533	DE VET SYLVIN	176	1692
60372	LYSYY VASYL	203	1692
72036	VERMEULEN FLORENCE	260	1692
3697	BERNAERT JAN	408	1692
84280	FONTAINE CECILE	533	1692
3221	VAN SUMMEREN JAN	708	1692
33561	CREMERS AIME	713	1692
31771	DEBLIER PATRICK	726	1692
57380	BASILIO EMILIO	109	1691
19658	STOFFELEN EDWARD	134	1691
68250	KLEIN OLIVIER	229	1691
5851	DEVELTER STEFAAN	322	1691
35041	CAMBIER STEPHEN	340	1691
16977	VAN GORP KURT	438	1691
2127	VAN DE PUTTE BEN	472	1691
92011	FONTAINE PIERRE	603	1691
34738	VERSCHAEREN AUGUST	109	1690
81116	MORETUS CEDRIC	229	1690
24422	VAN NOTEN STIJN	263	1690
4243	GALLE ERIK	353	1690
50971	DE BIE HERMAN	422	1690
1058	HUYSMANS BRUNO	475	1690
84417	COMPERE GAETAN	518	1690
72125	BOURGEOIS ETIENNE	601	1690
65447	NERALIC ZELJKO	643	1690
12297	BERTHOLET GEORGES	901	1690
49255	MOLS DRIES	101	1689
11401	HOLEMANS ALFONS	109	1689
20575	FRANSEN MARNIX	124	1689
7510	TAETS IVAN	303	1689
24708	WUYTACK DIRK	410	1689
28673	DE GENDT EDDY	462	1689
37494	DE BRUYN ERIK	143	1688
46035	BRIJSSINCK ERIC	162	1688
40291	DEVLIEGER EILEEN	304	1688
26221	DE WINNE OSWALD	318	1688
16594	VANDEPUTTE HUGO	402	1688
81795	DERESE EDDY	538	1688
75442	KEUTIENS JEAN-LUC	607	1688
66834	THIRION JEAN FRANCOIS	618	1688
3263	LUYKX JORIS	708	1688
59056	BROWET XAVIER	953	1688
54852	PROVOOST BENNY	170	1687
41858	HORAN THOMAS	243	1687
73865	SOTTIEAUX PATRICK	518	1687
77241	BOON ALEXIS	518	1687
47783	PUT ANDRE	707	1687
50130	JACOBS BRUNO	952	1687
59382	GRAVIDEZ TAFUMPAY	201	1686
55620	BELLOCCHI GIULIO	253	1686
53341	VANNUFFELEN JOHAN	263	1686
35891	INGHELBRECHT VERONIQUE	401	1686
17311	VANDURME PHILIPPE	506	1686
65501	CATALANO GIUSEPPE	506	1686
5037	WUYTS ANDY	709	1686
7781	VAN LOOCK JOZEF	713	1686
96521	VLAEMYNCK ROGER	229	1685
23833	LECLERCQ ANDRE	359	1685
86151	VAN DEN BOSCH PHILIPPE	521	1685
31739	VANDERHELSTRAETE J.J.	209	1684
19968	CRAENEN WINAND	703	1684
13331	VERBRAEKEN ERIC	733	1684
4162	VAN DAMME ILJA	109	1683
48321	CRAUWELS PETER	114	1683
24074	NOLF FRANKY	307	1683
42064	SZIGETVARI BENOIT	511	1683
82945	BOUSMANNE CHRISTOPHE	542	1683
59412	BELLO RENALDO	616	1683
66265	JERMEI FRANS	735	1683
434	LEYERS DANIEL	101	1682
43222	SERCU MARCEL	134	1682
60704	VANDEMEULEBROUCKE IGNAAS	134	1682
95044	CAVALLI SILVA	244	1682
68705	DOOM ETIENNE	307	1682
33979	LAFORCE MAARTEN	362	1682
48852	POELMAN CHRISTIAN	472	1682
6408	ENGELBOSCH MAURICE	709	1682
39306	LALEMAN MANU	709	1682
36862	DE JONG KOEN	123	1681
53333	VARVARENKO VALENTIN	124	1681
37745	VAN OVERMEIRE GEERT	268	1681
10472	ROOSE ERIK	303	1681
31925	DE BOCK WIM	464	1681
99325	ZIMMERMANN BENJAMIN	607	1681
96466	LANCIERS LORENZO	618	1681
23787	LENDERS RAOUL	726	1681
46060	DE RYCK JOHAN	727	1681
29289	ANTOINE JACQUES	229	1680
86754	FRANCART ETIENNE	244	1680
36463	VAN UXEM FREDDY	302	1680
14613	DE VLIEGHER YVES	465	1680
68667	COURBOT LUC	501	1680
79928	QUENOY MICHEL	521	1680
65579	FONTAINE PIERRE	533	1680
99911	THIEREN YVES	604	1680
70149	PLUYMEN JOSEF	624	1680
19291	VAN HEUVERBEKE JEAN	114	1679
88846	VAN DER MEULEN LUDO	132	1679
14591	DE JONGHE MARC	143	1679
87572	HEREMANS MARC	203	1679
50784	REKIK SAMY	209	1679
14419	VALCKE RUDY	261	1679
34690	GORTZ JAN	417	1679
40061	VANDER ZWALMEN MIRANDA	418	1679
17841	DACI ALEX	714	1679
38849	CLAES GUY	736	1679
29335	JACOBS GASTON	739	1679
53741	SCHATTEMAN RONNY	124	1678
86509	FISCHER MARC	244	1678
22004	BAIRAMJAN ANDRE	253	1678
8117	D'HAENE FILIP	340	1678
27553	BILSEN FRANS	726	1678
78701	BASTIAANSEN WIM	736	1678
93203	GODEAUX BERNARD	229	1677
51578	VAN PEER CEDRIC-JOHAN	260	1677
89494	VERMEIREN PHILIPPE	260	1677
44954	MAENHOUT THIBAUT	303	1677
65811	VERHEYEN JACQUES	340	1677
73695	MARCHIANO MARCO	501	1677
99104	SCHMITZ TOBIAS	624	1677
7820	HERMANS ROBERT	713	1677
5410	FABBRO KOEN	724	1677
78182	SARTO GERARD	902	1677
41688	VERSCHOREN FRANCOIS	204	1676
61735	BOUJMIL SAID	244	1676
22390	SPRUYTTE PAUL	305	1676
74772	BUYLE FRANS	436	1676
17574	DE VOS GEERT	465	1676
77461	KASSOWICZ ROGER	603	1676
47741	VANHOVE EDWARD	705	1676
2178	GAIANI MARCO	719	1676
50610	DOCKX MICHEL	134	1675
11258	VANDECASTEELE TOM	266	1675
51918	VANSTEEGER DANIEL	301	1675
15849	SAERENS WILLIAM	402	1675
2399	ZEEGERS ALAIN	432	1675
124	BATJOENS LUC	470	1675
11975	AERTS JIMMY	707	1675
38890	VAN STIPHOUT MARK	714	1675
53759	WIRKEN GINO	124	1674
11100	DEVROE JAN	136	1674
57533	MAKANGA JOSEPH	203	1674
72761	BEN MAHMOUD MAHMOUD	239	1674
88676	KUSMAN DAVID	278	1674
51390	ROSSEL ROBERT	322	1674
12203	REMACLE JOSE	506	1674
95761	BOURGUIGNON STEPHANE	952	1674
88072	GARZOTTI PAOLO	203	1673
20656	DEBROUWER FONS	309	1673
41980	VERLEDENS NOEL	422	1673
13374	HAEGEMAN JEAN-PIERRE	430	1673
31305	BOONE MARIO	438	1673
49361	DEBOULLE MICHAEL	501	1673
85014	MENU VINCENT	209	1672
89141	SMISSAERT AXEL	301	1672
61387	DEWINTER DIDIER	538	1672
91570	GOSSELIN ALAIN	542	1672
61999	GIUNTA ANTONIO	621	1672
96890	BLEY LOTHAR	627	1672
83798	MARLOYE FREDERICK	809	1672
21032	SACCOL PHILIP	121	1671
11592	HUYSMANS PIERRE	130	1671
49875	STERCKX BEN	176	1671
55701	PATINELLA FRANCESCO	201	1671
27286	MAES LOUIS	266	1671
33308	VERMEULEN ALFONS	410	1671
47449	VAN STEENKISTE PETER	410	1671
86592	LORIAUX JACQUES	501	1671
70840	DE GUELDRE SYLVIE	601	1671
97683	ROSENBAUM NICOLE	607	1671
10014	VAN EYLEN STEFAN	733	1671
19143	DUCHATEAU ARNOUT	733	1671
6718	CORBET GUSTAAF	108	1670
10898	BILLION PAUL	132	1670
80292	VAN BELLE DANIEL	204	1670
62944	VERBIST ALBERT	240	1670
32280	VERHELST HENK	301	1670
53988	VAN HUELE WALTER	322	1670
32913	WILLOCKX RITSAERT	417	1670
21971	FACCHIN RONALD	422	1670
99848	WELZ DANY	607	1670
87645	GEORGES BENOIT	956	1670
6734	DE COCK CONSTANT	109	1669
30538	VAN LOON JAAK	123	1669
23477	BLOMME ERIC	132	1669
19046	VANWOLLEGHEM MATHIAS	402	1669
4065	EECKHOUT WILLEM	434	1669
72311	DRUET JACQUES	952	1669
9229	BLOMMAERT MARC	143	1668
17159	DERUYTERE GEOFFREY	303	1668
4561	CLAEYE GUIDO	436	1668
49794	VAN KEMSEKE NIKOLAAS	464	1668
51594	PEETERS JOZEF	718	1668
48836	STEYLS KRISTOF	724	1668
86002	FONTEYNE JACQUES	203	1667
8168	COPPENS VALERE	430	1667
5614	WEITZ POL	514	1667
18490	GIJS RUDI	101	1666
51942	VANDEMEULEBROUCKE MARK	134	1666
26883	LIBBRECHT KOEN	182	1666
69949	VERBECELTE PHILIPPE	209	1666
15750	BOMMEREZ CHRISTIAN	305	1666
23345	COUDEVILLE RONNY	352	1666
6122	MIJNSBERGE BENOIT	402	1666
9580	DE MAERE THEO	422	1666
3581	RAMAEKERS HUGO	701	1666
70360	GEERTS HARRY	109	1665
30007	JOOSEN PAUL	162	1665
949	VANNEROM RENE	201	1665
60364	KOHNENMERGEN PASCAL	209	1665
25607	WAMBECQ SVEN	243	1665
45292	VANDERMEULEN BONI	266	1665
88561	CASSE ROLAND	289	1665
67865	FEYS GUY	322	1665
43532	VANDENBROECK JOZEF	436	1665
9326	CARRIJN BART	462	1665
77259	SLEUTEL COR	733	1665
87734	GIELEN ROGER	209	1664
2984	PENNINCK WIM	313	1664
38351	VAN WONTERGHEM BERNARD	418	1664
56847	DE ROO PASCAL	465	1664
82384	HEUSCHEN ROLAND	621	1664
25313	GOEDHUYS JO	243	1663
64025	VETRI ERIC	244	1663
10910	CALLENS MARC	305	1663
25950	VANEEGHEM PATRICK	334	1663
61671	VANDEZANDE CEDRIC	538	1663
80195	AUQUIER YVAN	540	1663
99813	VAHLEFELD DIETER	624	1663
77097	KONINCKX ERIC	631	1663
28860	LIEKENS GERT	727	1663
29904	JAMAR ARMAND	739	1663
90409	DE DOBBELEER VLADYMYR	952	1663
43869	HIEL LINO	124	1662
37885	VAN ITTERBEECK YVAN	166	1662
27090	SCHAEVERS HENDRIK	176	1662
79618	HUWART BENOIT	244	1662
33910	DESMEDT JEAN PIERRE	249	1662
48704	DEBRUYN ALEX	263	1662
13846	BUELENS ROGER	268	1662
25585	GOETHALS ROGER	301	1662
10073	GELAUDE PIET	422	1662
7099	TERIUM FREDDY	705	1662
87033	PHILIPPE DANIEL	951	1662
70688	VANDESCHOOR FREDERIC	952	1662
72567	ABBELOOS PHILIPPE	953	1662
30392	VAN HOUDT BENNY	130	1661
90310	DE LA KETHULLE SEBASTIEN	201	1661
20389	THIJS PETER	726	1661
28363	PELEMAN PAUL	109	1660
35866	NIJS KRIS	132	1660
5819	HENDRIX THEO	351	1660
36722	DE BELDER MAURITS	359	1660
78883	SOUPLY YVES	501	1660
70491	DUPONT ROBERT	618	1660
6068	CLAES HUGO	708	1660
30503	DEPOORTER MARCEL	123	1659
23680	VANDEVELDE JOHAN	434	1659
41122	BROEKHUIZEN PIET	471	1659
64441	COURBOT JEAN-LUC	501	1659
77348	SKOWRON JEAN-POL	523	1659
17141	CORNELISSEN PHILIP	714	1659
54666	HUBER GUIDO	724	1659
23957	SEELS JEROEN	124	1658
23418	PEERSMAN FRANS	132	1658
32328	VERHEYDEN JONAS	243	1658
49280	BLUM DAVID	244	1658
92614	PAMUK SANDOR	244	1658
19305	OCKIER CARLO	303	1658
76791	WITTOCK RENE	425	1658
73431	WALLER ANDRE	616	1658
66061	BALON ERIC	901	1658
36251	STEURS AUGUST	114	1657
4367	DORJBAJAR DOLGORSVREN	130	1657
39365	VANDEWEGHE GEERT	361	1657
28819	KNAPEN JOS	701	1657
39284	SCHEPENS VINCENT	708	1657
71307	DELFORGE ARMAND	713	1657
38601	VAN DINGENEN EMIEL	108	1656
4588	DEKEYSER EDOUARD	130	1656
27812	GUSTIN PIERRE	229	1656
81914	LEBACQ NICOLAS	278	1656
62553	DUCHESNE ARNAUD	613	1656
24961	VILARNAU ENRIQUE	124	1655
74373	FRET LOUIS	167	1655
21831	MINJAUW ERWIN	430	1655
