MATRI	NOM_PRENOM	CLUB	ELO_CALCUL
88439	DEMEY ALAIN	204	1415
41441	PIERINS ANDRE	318	1415
28959	DANEELS DANY	430	1415
49441	VANWEERT RONNIE	703	1415
28916	BOSMANS ROGER	124	1414
74136	DELBECQ DAVID	541	1414
56693	DE GEYTER ANDRE	616	1414
60402	BUNTINX CHRISTOPHE	621	1414
63932	FIRQUET JEAN	631	1414
59269	DEWEZ JOHAN	907	1414
77411	RECLOUX GEORGES	909	1414
24309	BOELS SIM	266	1413
67512	LECOCQ PASCAL	289	1413
6891	DE VISSER STEFAAN	401	1413
54160	VAN CAMPENHOUT GEERT	410	1413
82597	DELLA VECCHIA ANDREA	523	1413
83259	DOERFER KARL	624	1413
86614	DU PRE RAPHAEL	203	1412
67211	MOREAU MICHEL	229	1412
15342	BAILLEUL PATRICK	303	1412
31712	LABIEZE STEVEN	359	1412
98175	BEAUFAYS RENAUD	907	1412
13391	GROFFEN HUGO	130	1411
14281	DE BOECK PIERRE	204	1411
18872	ROEYGENS KOENRAAD	475	1411
92959	OSTYN RAPHAEL	501	1411
89931	COMPAIN CHRISTIAN	521	1411
92533	BETTE GUILLAUME	539	1411
96113	DELBECQ CHRISTOPHE	541	1411
69752	MASSAY PHILIPPE	621	1411
2895	GOLDSTEIN JEAN	705	1411
76341	TAGHON FRANS	438	1410
95401	VAUDRY GEORGES	901	1410
27642	VAN DEN POEL LEOPOLD	109	1409
23540	HILVEN GILBERT	123	1409
46531	DE JONG BART	123	1409
16217	SELS BERT	176	1409
30830	VAN DER VAEREN GEORGES	243	1409
54429	DEGRIECK PETER	309	1409
33880	CALLENS LODE	313	1409
9831	DE MEYERE KATHLEEN	422	1409
54674	COUTURIAUX ERIC	544	1409
50172	REGA GHISLAIN	619	1409
77143	BRANDT EGIDE	619	1409
8541	BARBIER LOUIS	810	1409
82171	SOUSSANE MOHAMED	951	1409
44792	MACHTELINCKX CHRISTOFFEL	101	1408
5673	CORNET ARTHUR	109	1408
14222	GOOVAERTS JAN	114	1408
50661	HUYSMANS GUY	135	1408
59331	ELECTEUR EMILE	204	1408
68349	PACHECO BERNARDINO	209	1408
25569	GIELEN JOHAN	334	1408
98809	DEWULF ALBERT	607	1408
68411	EMONTS-POHL JEAN	619	1408
67555	HAGELSTEIN Henri-Paul	631	1408
13013	SOMERS VANYA	132	1407
29246	VANDERGUCHT ERIK	266	1407
27537	WITDOUCK LUC	303	1407
23710	LEMAIRE ROGER	304	1407
34495	DE ROO KRIS	318	1407
39128	HOEKX NELE	708	1407
13625	JANSSEN HUGO	726	1407
36561	VAN MALDER FRANCOIS	123	1406
44580	BROECKX ROBERT	132	1406
53970	LEYSSENS JIMMY	141	1406
2780	MICHIELS JOZEF	182	1406
86398	COTTENIER CHRISTOPHE	229	1406
12271	VAN DIJCK WOUTER	260	1406
26191	VAN DAELE LUDO	309	1406
41530	DECLERCQ ANDY	438	1406
77372	BOURLET JEAN-LOUIS	537	1406
67156	JADOT FREDERIC	239	1405
6050	MOEYERSONS KOENRAAD	243	1405
77275	AZZOUG SAMIR	272	1405
20834	LAPORTE GREGORY	430	1405
10669	VAN GORP STEVEN	438	1405
84131	DECUYPER GUY	621	1405
88625	LAFONTAINE JEAN-LUC	640	1405
93106	RENTIERS GILLES	229	1404
63673	KOVALOCZKY PAL LASZLO	289	1404
17655	BRENDONCK MARC	334	1404
63207	DELALLEAU ANDRE	640	1404
94056	LEBRUN FREDERIC	810	1404
69159	BERTRAND JEAN-PIERRE	613	1403
93408	NOSEDA DAMIEN	201	1402
76236	WILLEMS YVETTA	203	1402
67024	THAELS MARC	229	1402
36081	VAN BRANDE ERIC	410	1402
91596	MARTELIER CLAUDE	542	1402
60615	MONTULET ERIC	601	1402
99040	GREVEN HEINZ	625	1402
61620	VAJDA OLIVIER	810	1402
96385	MAKART OLIVIER	951	1402
48577	VEREECKEN LUC	143	1401
10570	VANCOMPERNOLLE RIK	307	1401
77739	NHOUVANNASAK HANNASENA	203	1400
47929	ARIJS STEVEN	261	1400
27359	WAUTERS JOHAN	269	1400
71633	BERTEAU PHILIPPE	518	1400
94471	KOCER ERDOGAN	537	1400
70696	VULLO NUMA	540	1400
46400	FONTAINE FREDERIC	621	1400
70831	KOROSMEZEY MARC	953	1400
15784	VERHERSTRAETEN JAN	182	1399
48721	BAERT YVES	240	1399
13447	DECHAMPS BENNY	301	1399
64599	LEYSEN LAURENT	538	1399
96938	EVERS HEINZ	624	1399
81558	WENGLINSKI GERSON	951	1399
54208	MICHEL HENRI	956	1399
16268	REGA MARY	109	1398
51004	STOLK MAXIM	132	1398
59374	DARMSTAEDER JEAN-MARC	201	1398
53635	D'HOLLANDER STIJN	261	1398
75680	BASTIAENEN FRANS	351	1398
5622	VANSICHEN JOHNY	737	1398
82333	STEINERT LAURENT	951	1398
3298	GODEFROIDT MATHIEU	305	1397
9962	BRUYNEEL WIM	401	1397
62626	MICELI ANTONIO	506	1397
98230	GRANDRATH JEAN-MARIE	624	1397
44610	BACK EMILE	123	1396
12181	VAN DER DOODT ALAIN	143	1396
46825	CREFFIER CHRISTOPHE	240	1396
51187	DE MUNCK ERIK	425	1396
73229	PIETTE POL-HENRI	501	1396
61778	MC HALE ANDRE	229	1395
93467	LARSEN RENAUD	278	1395
61921	VISTE EMILE	402	1395
2658	VAN DAMME SERAPHIEN	462	1395
41351	DE CONINCK RENE	465	1395
30546	MILIS SERGE	618	1395
96458	JOTTARD JOHNNY	910	1395
12793	EYCKMANS WIM	176	1394
58688	MOENS FREDERIC	201	1394
58629	POULAIN PHILIPPE	203	1394
56511	SALVADOR ZURRO CARLOS	229	1394
13056	TREGUNNA PHILIP	263	1394
45349	VAN DEN BERGHE YVES	401	1394
62511	COLLART DIDIER	538	1394
98159	BERTRAND GASTON	907	1394
59854	SAUCEZ DAVID	957	1394
76414	ANGERHAUSEN DANIEL	244	1393
67725	WELLS DANIELLE	289	1393
36838	VANDEVELDE FRANK	305	1393
83542	BOTERBERGH BENNY	417	1393
40487	VAN WAEYENBERGH INGO	476	1393
94986	MOIS ERIC	811	1393
30244	STOOP OLIVIER	128	1392
25623	SCHREVENS ROLAND	260	1392
98205	TASSONE DANIEL	624	1392
16241	COBBEN HENDRIK	701	1392
14079	MERSIE MONIQUE	136	1391
80314	MASSOULIE FRANCOIS	201	1391
21474	PUTEANI HOLL LASZLO	304	1391
1252	PENNINCK WILLEM	313	1391
64742	POLOME JEAN-MARIE	511	1391
84042	ABSIL REMY	521	1391
89320	FOURNIER ALAIN	538	1391
60879	OLEKSANDROW LEON	601	1391
98248	BEHREND GERRY	624	1391
37664	MACHIELS WANNES	703	1391
49450	DIELS JOHAN	114	1390
53368	VAN DER LINDEN GUIDO	124	1390
21491	LIZY BJORN	363	1390
92118	PROUMEN LAURENT	622	1390
87475	DEMOY ALEXANDRE	244	1389
4227	PIRON RIGARD	401	1389
34576	BORGHART ELS	430	1389
99520	SCHLECK EDITH	607	1389
50547	VAN MEGCHELEN JOHANNES	733	1389
41424	TAGHON CHRIST	303	1388
95893	NOMIKOS WASSOS	624	1388
4740	HEREMANS ROEL	249	1387
28631	LIEVENS WALTER	408	1387
50555	DE VLEESCHOUWER BART	425	1387
41548	DEVOS BRAM	438	1387
85294	CULOT JEAN-MARIE	540	1387
38458	CLASSENS RENE	631	1387
81710	SICARI-ISRAEL DIANA	229	1386
20826	DIEDEREN DANIEL	318	1386
45730	VERZEELE JOHNY	360	1386
85090	GOETSTOUWERS CONSTANT	475	1386
92436	STAQUET FRANCIS	539	1386
44091	MOESEN GERARD	735	1386
69787	PASPONT JEAN	204	1385
19879	VANDERVELPEN EDOUARD	240	1385
84956	VERMEIRE LOUIS	408	1385
23078	ONGENA MARC	410	1385
61646	CULOT VINCENT	505	1385
22322	SWIJSEN LUDO	727	1385
84239	SCOHIER JOHANNIC	901	1385
94285	TEMBUYSER GUIDO	906	1385
81027	DEBUGGENOMS ARNAUD	201	1384
74187	VAN GELDER HENK	229	1384
62529	BODART PIERRE	244	1384
49859	STEVENS GERRIT	269	1384
55433	DAENENS ANDRE	303	1384
20273	DE BEIR KRISTOF	312	1384
33472	VERBRAEKEN LUCIEN	464	1384
38725	VAN SCHANDEVIJL GUIDO	476	1384
63517	GERNAY THOMAS	601	1384
53040	GENUCCHI DOMINIQUE	631	1384
41238	DENAYER MARK	726	1384
60071	D'ELIA MICHELE	201	1383
78271	DECLERCQ DANIEL	201	1383
83054	MOREAU GILLES	201	1383
35319	STEURS GUY	260	1383
33367	VERBEKE WILLY	472	1383
38288	KELLENS LUDO	476	1383
98591	PETERS DANIEL	623	1383
1121	DELHAYE SERGE	709	1383
3450	DELANDE JOS	712	1383
94064	ALEXANDRE HUBERT	901	1383
69841	ROELS PATRICK	954	1383
6548	VALKAERT GARRY	130	1382
58505	WIJNANTS VALERIE	162	1382
81477	DEJANOVIC JURC	603	1382
51268	MAAS LUC	134	1381
60691	VAN BOECKEL ALFRED	253	1381
91685	BLAMPAIN CEDRIC	506	1381
56111	BOUTEFEU XAVIER	523	1381
98990	FOERNER CLAUDIA	624	1381
93033	KINER JEAN	244	1380
23817	DOBBELAERE YVES	358	1380
77518	GILLES MAXIME	501	1380
83721	DHAINAUT LAURENT	537	1380
86703	LIBIN CHRISTOPHE	603	1380
66214	RAMLOT BENJAMIN	901	1380
62537	MONSEUX CLAUDE	902	1380
67369	RODRIQUE PASCAL	910	1380
80268	BASSELIER KURT	204	1379
85278	GOEMAN LUCIEN	253	1379
25640	VAN AKEN ANDRE	260	1379
31631	CALLENS NOEL	305	1379
22675	CASTELEYN MARCEL	321	1379
39616	MORTIER KRIS	476	1379
70181	DELFORGE MICHEL	501	1379
61590	DIVINCENZO FRANCESCO	511	1379
13005	FARKAS JERRY	724	1379
96270	BEECKMANS LOUIS	952	1379
6947	CEULEMANS BRAM	109	1378
29190	ILEGEMS JOHAN	132	1378
87351	HEYNDRIKX CHRISTOPHE	244	1378
56758	CLAESSENS TINO	359	1378
94935	CHABEAU PATRICE	511	1378
66273	OSNOWSKI ROGER	523	1378
99261	KUYPERS HUBERT	607	1378
90387	MOTTE CHRISTIAN	239	1377
51217	PASCAL ROLAND	312	1377
55841	DEHON EMILE	505	1377
74411	BIELIK FREDERIC	514	1377
80519	MIRGAUX JOHN	514	1377
63037	BEAUDOT JEAN-CLAUDE	901	1377
62324	DAMANET PHILIPPE	902	1377
45021	MEULEMEESTER LEO	108	1376
23744	VAN BEERS MARC	162	1376
27162	LUTS MARC	266	1376
30848	HOUDART RAYMOND	511	1376
90557	MARECHAL YVES	618	1376
19666	NOLLE ROGER	130	1375
39462	HAUTEKIET DRIES	132	1375
86321	ROZENBAUM RONALD	203	1375
1929	VAN DE PERRE TOM	260	1375
48178	MANNAERT TOM	402	1375
68039	DESNEL BERNARD	501	1375
68365	WILLEM FREDDY	538	1374
63444	LECLERCQ CYR-YVES	541	1374
18228	RENDERS GINO	709	1374
18368	VERSPREET RAYMOND	737	1374
79898	BOUQUIAUX JOEL	907	1374
23159	DEVOLDER MARC	357	1373
65072	NORMAND FREDERIC	506	1373
90735	WARZEE JEAN-LUC	506	1373
62707	VAN RANST EUGENE	141	1372
14249	VAN DE VIJVER ODILE	472	1372
892	VANDEBURIE GILBERT	229	1371
69035	HOUDART PIERRE	511	1371
43303	GERARD JOSEPH	616	1371
36641	GULHAN OGUZ	703	1371
90158	HAIRION FRANCIS	951	1371
59668	CORNIL ROBERT	244	1370
12289	WIELFAERT KOEN	465	1370
84808	DELPORTE ROBERT	518	1370
36927	VANDEVELDE GEORGES	533	1370
86118	LEBRUN CHRISTIAN	622	1370
65358	MULLER JEAN	643	1370
66079	LAENEN MIKE	909	1370
62341	TICHON SAMUEL	902	1369
19852	COLE STIJN	114	1368
36757	DEVLIEGHER WILLEM	203	1368
67695	VAN HECKE GUSTAAF	203	1368
72940	ROCHER MARIE-CHRISTINE	229	1368
69418	GEORIS OLIVIER	244	1368
78131	BLAVIER CLAUDE	618	1368
67202	SKA SAMUEL	641	1368
88013	GUNS SEBASTIEN	641	1368
21725	SHUTT RICHARD	241	1367
53660	POCHET JOEL	244	1367
24261	STEENHAUT DOMINIQUE	401	1367
7722	DAELEMANS TIMOTHY	727	1367
29033	VANDEPLASSCHE GEERT	132	1366
39161	GEUDENS PATRICK	176	1366
51624	MAS OLIVER	176	1366
67181	LACONI MARCO	229	1366
48453	MESKENS INGO	261	1366
15083	JONCKHEERE DANIEL	312	1366
88544	MARENNE OLIVIER	601	1366
98434	ARGUELLES JOSE	607	1366
82503	FONTAINE DAMIEN	621	1366
72974	WENCZEL FERENC	910	1366
42501	DEKEYSER JURGEN	312	1365
50458	DE SMEDT YVES	472	1365
60321	NEMRY JOSE	910	1365
13561	MAGEL LUCIEN	205	1364
54232	VAN BUGGENHAUT ERIC	239	1364
10642	CALLENS LISELOTTE	304	1364
35190	GRYSON WILFRIED	312	1364
60160	DEBAY PIERRE	621	1364
46302	CLAASSEN RUDOLF	703	1364
94722	GALANTE XAVIER	289	1363
18023	BLANCQUAERT HENRI	472	1363
98299	TONNEAU FRANCOIS	607	1363
49671	SCOTT THOMAS	124	1362
39454	GYSELINCK KAREL	132	1362
87564	CARMINATI JOSEPH	201	1362
58238	LEBOUTTE GUY	272	1362
21393	DEVLIEGER NICK	304	1362
23965	KINNA FERNAND	401	1362
98124	SAEY DAVID	501	1362
86533	PIRSON CEDRIC	621	1362
69523	DAIX LUDOVIC	810	1362
18554	PEERAER KAREL	130	1361
69361	GIBBS JOHN	229	1361
56855	BOSTYN GABY	309	1361
88714	LOEUIL FABIAN	518	1361
91022	DELREZ MAURICE	603	1361
78051	GIAMBRA EDMOND	616	1361
2551	MACORS ALBERT	733	1361
72885	BOTTES KARL-HEINZ	909	1361
91715	WASINSKI ANTONI	951	1361
18562	POELMAN RONNY	124	1360
34541	PLUYMERS WILLY	176	1360
73121	NAVEAU NICOLAS	203	1360
57282	JANSSENS FRITZ	228	1360
54585	VAN NOOTEN ERIK	260	1360
16349	TANGHE LIEVE	438	1360
61638	DANDOY DAVID	506	1360
71196	RODRIGUEZ FRANCISCO	523	1360
78841	CAILLEAUX GREGORY	621	1360
95940	KRINGELS INGO	641	1360
90743	PETIT ARMAND	901	1360
29084	HOFMAN LEON	108	1359
3832	NEYRINCK ANDRE	121	1359
22047	VALCKX KAREL	141	1359
71439	DE PRAETERE PAUL	203	1359
56545	GANSEMANS ARMAND	307	1359
11061	CLAREBOUT BART	322	1359
43010	VAN DE PONSEELE NICHOLAS	402	1359
66117	MASQUELIER VINCENT	518	1359
72591	GLOD PHILIPPE	601	1359
95648	BONGARTZ MARCEL	624	1359
46027	OTHMAN WALIT	733	1359
18236	GRAUWET KORNEEL	303	1358
64556	SAERENS MARCEL	313	1358
62570	HERBILLON THIERRY	613	1358
64343	PAULIN CEDRIC	901	1357
84361	GILIS OLIVIER	901	1357
71447	BEN HAJ TAIEB YABIR	201	1356
61956	COLLETTE MATHIEU	289	1356
23043	MENNES BART	410	1356
89702	ANSIAU JEAN-MARC	533	1356
88161	TURKELBOOM RICHARD	542	1356
1783	TIMMERMANS TOON	724	1356
33341	VAN HASSEL HANS	737	1356
40029	PETIT BART	132	1355
83976	CORNILLIE FREDERIC	501	1355
66508	DELECOLE CEDRIC	521	1355
89559	VANDERWIELEN LAURENT	631	1355
28592	NORMAN RODRIC	951	1355
60437	GOBLET GILLES	952	1355
80705	VAN EMMERIK PATRICK	249	1354
13749	VAN LOO PETER	263	1354
27782	SIMONS RIGO	266	1354
18252	PETRALIA SALVATORE	309	1354
3557	VANBESIEN TONY	351	1354
5231	BREDA ANDRE	501	1354
93777	LASANOW ALEXANDRE	501	1354
96164	ZACH EGON	506	1354
63452	SARIK NICOLAS	523	1354
88986	DUYNSLAEGHER OLIVIER	209	1353
87548	JOUSTEN FREDERIC	244	1353
54925	VERHENNEMAN JASPER	266	1353
12076	VAN KERCKHOVEN KRIS	707	1353
14982	VERBRUGGE FREDERIK	724	1353
65374	BALON FRANCIS	811	1353
23124	VAN ACKER MATHIAS	320	1352
42421	VERSTRAETEN IVO	402	1352
48160	VANNEVELE FANNY	402	1352
90361	VILAIN FRANCOIS	521	1352
97942	FORSTER NILS	624	1352
81248	RAHIER CHRISTOPHE	631	1352
73679	BOKA FREDDY	901	1352
88293	LAMOEN LOUIS	130	1351
77666	NOEZ JEAN-PIERRE	278	1351
30171	VANDAMME JEAN-MARIE	303	1351
83364	NOWAK IGNACE	518	1351
85782	VLIEGHE MAXIME	541	1351
86673	BRIAMONT PATRICK	603	1351
91901	FUSCO BIAGIO	621	1351
49905	LOUENCHI SAMIR	210	1350
86878	LAMIROY JACQUES	229	1350
38164	VERBEKE PIETER	260	1350
25712	ROOSE JOHNNY	353	1350
55409	LECLERCQ VINCENT	533	1350
79065	LEROY SYLVAIN	537	1350
28851	REYPENS JAN-DRIES	176	1349
20427	DECLERCK JEROEN	312	1349
46906	ROBBE GUUS	401	1349
78531	VERLE FRANCOIS	425	1349
35327	KIEREN KLAUS	521	1349
60470	VARISANO GERLANDE	621	1349
48101	JANSSENS GEERT	114	1348
81078	D'ARRAS NICOLAS	518	1348
79383	KOPIJKA JACKIE	542	1348
20320	SCHERPENBERGHS J.P.	601	1348
64246	BRULS FRANCIS	603	1348
86967	LEPERSONNE DIDIER	618	1348
11746	VERSTRATEN JOS	705	1348
90778	HENNE FLORIAN	910	1348
57509	EL AMIRI MOURAD	957	1348
97039	RAINERI ERIC	272	1347
36765	VERHAEGHE KOEN	340	1347
64475	DE VOS JEAN-MICHEL	541	1347
86436	DUMONT ISABELLE	956	1347
38211	TORFS JOZEF	108	1346
57592	KOHLMANN MATHIEU	204	1346
53376	VAN BEVER FILIP	402	1346
61484	D'ALESSANDRO STEFANO	511	1346
35807	STORMS JURGEN	261	1345
35068	VANDEWALLE JOOST	340	1345
15962	COPPIETERS ANDRE	430	1345
38075	DE BRABANTER ANDY	476	1345
94170	GUTMER OLIVIER	201	1344
965	LEDEGEN FREDDY	417	1344
72427	JORTAY OLIVIER	601	1344
92240	BARBIER JEAN-LUC	811	1344
46523	PIRARD ROLAND	203	1343
74802	COUPAYE MICHEL	244	1343
9024	VERHEUGHE PAUL	401	1343
91154	BONNE ALEXANDRE	533	1343
59005	OPDEBEECK FABIEN	538	1343
38318	KOZLOWSKI TOMMY	719	1343
62502	LEFERT PAUL	910	1343
85286	STERCKX RENE	253	1342
59714	LAUNOIS LOIC	542	1342
32093	JEURISSEN NICO	735	1342
89541	GOOSSE DIDIER	810	1342
94005	MERCIER MARC	810	1342
24988	VAN HOECKE ELENA	401	1341
42498	CORNILLIE CAROLINE	402	1341
86371	BODDIN AYMERIC	521	1341
77305	BEAUDUIN MIGUEL	523	1341
23574	HAENEN FILIP	132	1340
418	CATTIE FRANCOIS	263	1340
27456	LOOS MAARTEN	726	1340
33600	PUTZEIJS BRAM	736	1340
55336	VERSCHOOTEN LUC	123	1339
26387	VAN GILS BENJAMIN	130	1339
20508	VEREECKEN STIJN	143	1339
50148	L'HOIR OMER	203	1339
33588	DE WINTER JOHAN	303	1339
38806	WILLAERT NILS	438	1339
59617	FURLAN RENATO	640	1339
65269	HUBAUX CLAUDE	902	1339
93149	D'AMICO LUCIANO	501	1338
61361	KOCH JOHANNES	538	1338
99716	TROST ERWIN	623	1338
44059	HOLLANTS ANNA	136	1337
256	DECOK MARCEL	266	1337
23515	VERHOEVEN KRISTOF	303	1337
50903	VAN DE WOESTIJNE JACQUES	472	1337
98795	NIX DANIEL	607	1337
10588	HUYSMANS JOOST	135	1336
73008	MALFAIT MARTIN	201	1336
20265	DE BEIR BART	312	1336
68373	MERTENS BERNARD	518	1336
58653	MULKAY ALBERT	601	1336
14087	VAN ACKER ETIENNE	472	1335
19844	DERWAEL KEN	724	1335
62804	REYGAERT ERNEST	229	1334
54305	CALLENS ELIZABETH	304	1334
47406	DE BUYSSCHERE JEANINE	401	1334
41491	DE WOLF EDDY	476	1334
61662	JOSSE JOAN	505	1334
97624	GOKA ROLAND	607	1334
87386	BLAISE GUY	641	1334
55794	LAUWAERT DIRK	709	1334
88331	MIKOLAJEZAK DOMINIQUE	811	1334
23116	PIRET HENRI	175	1333
28681	PUTTEMANS PATRICK	228	1333
56162	WAUTHOZ GILLES	201	1332
59196	LAMBERTY MICHEL	811	1332
31020	BELMANS JO	135	1331
39071	LOPEZ TRISTAN	301	1331
58131	GOSSET RENE	902	1331
36145	DEGANCK EMMANUEL	203	1330
55093	DEMEYE JEF	305	1330
141	VAN LIERDE HERMAN	417	1330
2429	REMY ALBERT	603	1330
51675	DEPREZ LAURENS	243	1329
33111	VAN DER STICHEL KRISTOFF	401	1329
10723	WILLAERT TIM	438	1329
91707	TASSIGNY FRANS	244	1328
57401	LOMBAERT ROBIN	261	1328
52396	ARCHIE PHILIPPE	518	1328
63665	VELLA SALVATORE	621	1328
74641	BAMPS THIERRY	951	1328
65391	MOENS NOEL	954	1328
31089	BEUKELEERS EDUARD	123	1327
12050	ABTS JAN	130	1327
69337	FRANCQ BENOIT	538	1327
86100	BOURGEOIS AUDREY	601	1327
81329	FAGNOUL JOEL	951	1327
57355	LORENZO CHRISTOPHE	209	1326
65111	PRIOR HUGH	289	1326
16438	OVERMEIRE WILLIAM	322	1326
1970	HIMSCHOOT EDGARD	471	1326
56952	DUBOIS JEAN LUC	506	1326
60593	GUALTIERI STEFANO	618	1326
52990	LEYSSENS TIMMY	141	1325
65013	AL KHAYARI ABDEL KARIM	209	1325
33138	WOUTERS MAARTEN	266	1325
40576	CLAESSENS ERIK	309	1325
23400	DIERICKX JEAN PIERRE	357	1325
93271	BATTEAUW FABIAN	521	1325
18881	NEYENS PETER	727	1325
32468	VAN POECKE WIM	401	1324
29386	BOONANTS RAF	417	1324
61298	GRISAFI CARMELO	538	1324
99066	VAHLEFELD ROGER	624	1324
74098	NOEL OMER	909	1324
80691	COTTELEER ERIC	954	1324
54011	GORT EVA	141	1323
46663	SCHATTEMAN SVEN	436	1323
84271	TOURNOIS JEAN-LOUIS	533	1323
90565	MORREN THIERRY	618	1323
60224	GOEDLEVEN SERGE	957	1323
47961	MEEUS STIJN	114	1322
61344	HARDY CEDRIC	538	1322
73296	SACRE JEAN-PIERRE	621	1322
11657	BORRET STEFAN	132	1321
58734	VANDERSTEENEN EDDY	201	1321
33359	GOEMAN STEFAN	401	1321
52302	MINNAERT BRAM	462	1321
87262	MASQUELIER ALAIN	505	1321
67750	MEUREE MATHIEU	518	1321
90999	DANIEL ERIC	621	1321
11380	VERMEULEN KEN	243	1320
47970	CLOSE GUIDO	266	1320
16381	VERHOEST GEORGETTE	402	1320
70190	DEJONGE CLAUDE	501	1320
61506	DRESSE JONATHAN	538	1320
97501	BROCKMANS NATHALIE	624	1320
69302	RAGOEN BENOIT	209	1319
41432	DE CONINCK TOM	318	1319
16390	NOELMANS CHRISTOPHE	322	1319
66931	PILETTE BENOIT	514	1319
33863	UMANS JOHNNY	726	1319
48933	VANDEPUT JENS	240	1318
48747	NIJS DIRK	266	1318
13030	DUMALIN BART	303	1318
76988	MOUTAFTCHIEFF CYRILLE	951	1318
75868	SKENTERIDIS ANASTASE	201	1317
26565	VAN EDOM WIM	266	1317
2089	DEVLIEGER DIRK	304	1317
53198	SPEGELAERE AGNES	352	1317
85600	DHERINNE CAROLINE	533	1317
79111	MOHLAN PATRICK	619	1317
72494	GOVERS KEVIN	260	1316
49077	PELGRIMS MARC	266	1316
63266	DE WITTE SEBASTIEN	541	1316
73393	OBELERO JEAN-CLAUDE	902	1316
79642	BASTIN ANDRE	954	1316
9237	DEJONGHE BART	128	1315
29564	LAURIJSEN LEON	175	1315
86363	SAN ROMAN MIGUEL	201	1315
33324	ROELS SOFIE	401	1315
49344	CHARDON ROGER	523	1315
61379	MIRISOLA MICHAEL	538	1315
68268	DIAKODIMITRIS DIMITRI	538	1315
32182	VEESTRAETEN HANS	109	1314
26425	DECOSTER JEF	141	1314
53716	VERHASSELT LUC	240	1314
22667	VANDENWEGHE PAUL	321	1314
28126	CATALE DANTE	601	1314
66397	BOLLAND DEMPSEY	603	1314
96822	LASCHET JESSICA	624	1314
82511	COHEN ARTHUR	901	1314
63916	GILLARD CHRISTOPHE	907	1314
67881	ACERBIS CHRISTOPHE	501	1313
57827	CAPUTO JEROME	506	1313
80365	MARTINET SIMON	514	1313
27804	WOUTERS LEENDERT	709	1313
19356	MISSOUL ANDRE	733	1313
60381	VOSE ERIC	952	1313
73083	DEWELL FRANCOIS	204	1312
92398	DELFERIERE THIBAULT	290	1312
51888	FRANCK VICTOR	351	1312
46132	MICHOT LAURENCE	362	1312
39578	BYLOOS JOS	724	1312
92401	VERKRUYSSE PATRICK	811	1312
62243	GONCALVES SEBASTIEN	956	1312
41866	DEBROCK DANIEL	357	1311
17183	HUGAERT ARTHUR	401	1311
36072	DHOLLANDER ANTONIUS	425	1311
43893	HOFFELINCK JEAN-MARIE JUN	432	1311
33171	DE MEYER ANDRE	436	1311
57193	BARBAROSSA FREDERIC	505	1311
5045	LEMMENS ETIENNE	737	1311
89729	LAEMONT JEAN	203	1310
63151	DESMETH DIMITRI	272	1310
34037	BISSCOP MAXIM	303	1310
16063	PERDAENS GEERT	701	1310
63061	MARTIN MICHEL	953	1310
22021	FLEURACKERS JORIS	130	1309
5185	VAN DEN BON XAVIER	301	1309
24350	VAN MULDER ANDY	471	1309
46477	STEEGMANS JAN	701	1309
62618	PARMENTIER NICOLAS	901	1309
83135	GILOT DOMINIQUE	956	1309
70955	SHATON AVISHAI	209	1308
14877	VANKETS WIM	263	1308
71161	BOSSE ANDRE	289	1308
29343	SPAENS KJELL	417	1308
97314	MERTES HELENA	624	1308
17396	SETTLE EDWARD	114	1307
45551	SYSMANS ERIK	141	1307
14010	VERKOELEN JOSE	305	1306
88455	BIQUET THOMAS	601	1306
99074	DE MUYTER BERNARD	607	1306
66176	BOUDART JEAN-PIERRE	601	1305
79260	ALBERT JEAN-FRANCOIS	601	1305
95176	WAGENER ALFRED	616	1305
82121	DE LE HOYE JEAN-FRANCOIS	951	1305
19461	EYSKENS EVERT	123	1304
76538	CLERBAUX JACQUES	289	1304
52043	DEMEYER PETER	303	1304
34266	TOMBEUR GREGORY	402	1304
55859	BONAFEDE LUIGI	538	1304
65609	NAJI BOUCHRA	542	1304
90808	DEKRAHE EMMANUEL	643	1304
19429	BLEUCKX DENIS	737	1304
12513	LENS LOUISA	109	1303
22063	VANDEVOORDE IDES	166	1303
63428	AHELCHIAA MOHAMED	201	1303
9130	LOOTENS PIETER	438	1303
68403	ANTHONIS CHRISTOPHE	538	1303
88242	VANKONINCKXLOO BENOIT	209	1302
51519	ADNET CHRISTIAN	538	1302
62090	HARDY CEDRIC	641	1302
18139	VANDERLINDEN JEAN-PAUL	732	1302
69345	SZAPU BELA	201	1301
78204	DOMBRECHT ALAIN	501	1301
63363	BRICMAN CHARLES	239	1300
89192	WIEDER ANDRE	244	1300
8192	ROETS PROSPER	430	1300
98272	TONNEAU WILLIAM	607	1300
28827	VANDENBUSSCHE ANDY	266	1299
87891	CARNOL STACY	511	1299
6157	SERVOS CHARLIE	719	1299
26417	CASSIMON WILLY	132	1298
43095	VAN DER DONCK LEO	182	1298
63096	LEHAIRE ANDREE	204	1298
85952	COMONT DANIEL	542	1298
33570	DECONNINCK PHILIPPE	544	1298
50849	DEKELVER ROGER	640	1298
63819	BIERNAUX CHRISTOPHE	907	1298
52167	HOMBURG JEAN	956	1298
24589	NICOLAY JOZEF	172	1297
28584	THYS MARIE-JEANNE	174	1297
82449	MILDE KURT	203	1297
85553	PAPAGEORGIOU ANTONIOS	229	1297
6254	VANDERLINDEN GERT	266	1297
4570	DEJONGHE RIK	302	1297
